ALGORITHM, FEATURE_R, FEATURE_L, FEATURE_U, FEATURE_D, FEATURE_F, FEATURE_B, FEATURE_RP, FEATURE_LP, FEATURE_UP, FEATURE_DP, FEATURE_FP, FEATURE_BP, FEATURE_R2, FEATURE_L2, FEATURE_U2, FEATURE_D2, FEATURE_F2, FEATURE_B2, FEATURE_M, FEATURE_MP, FEATURE_M2, FEATURE_REGRIPS, FEATURE_RL_REGRIPS, FEATURE_OVERWORKING, LABEL
U' R' U R F U' R U M U2 ,2,0,2,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
U' R' U R U' R' U' D' F' D' ,1,0,1,0,0,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
U' R' U R D' R' D' U2 B' ,1,0,1,0,0,0,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,3,0,1,
U' R' U D R F R2 U ,1,0,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
U' R' U D R' F' U2 R F' ,1,0,1,1,0,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,
U' R' U F R U F R' D2 ,1,0,2,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,
U' R' U F D F' R ,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
U' R' U F U' R2 U' D' R' ,0,0,1,0,1,0,2,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
U' R' U F M F' R D R' ,1,0,1,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,
U' R' U R' D U2 M U F' ,0,0,2,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
U' R' U R' U' F U D L' ,0,0,2,1,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
U' R' U R' D' U2 F' U R' ,0,0,2,0,0,0,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,
U' R' U D' R U' F R2 L ,1,1,1,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,
U' R' U D' R' U' F' R U' D' ,1,0,1,0,0,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
U' R' U D' M F D' R2 ,0,0,1,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
U' R' U F' U' R U D R' U' ,1,0,2,1,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
U' R' U F' U2 F' R2 B2 ,0,0,1,0,0,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,1,
U' R' U R2 U' F R' D ,0,0,1,1,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,
U' R' U M U D F' D' B' ,0,0,2,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,3,0,0,
U' R' U M F R' U' F' R2 ,0,0,1,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,
U' R' U M D' R D U' L ,1,1,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
U' R' U M U2 R' U2 F ,0,0,1,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,
U' R' D R D U2 R U R ,3,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,
U' R' D R D' M F R F2 ,2,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,6,0,1,
U' R' D F U' R D R F ,2,0,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
U' R' D R' U M F' U' M ,0,0,1,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,
U' R' D R' D' M U L2 ,0,0,1,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,
U' R' D U' F U' R' D F' ,0,0,0,2,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,
U' R' D U' F' M U F R' ,0,0,1,1,1,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,
U' R' D F' U' R U R D2 ,2,0,1,1,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
U' R' D R2 U' R' U' F2 ,0,0,0,1,0,0,2,0,3,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,
U' R' D U2 M D R2 U' ,0,0,0,2,0,0,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,
U' R' D M U' D' R U R2 ,1,0,1,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
U' R' F R U R' U' F R ,2,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
U' R' F R U' F R' U' R F' ,2,0,0,0,2,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,
U' R' F R B2 R' U2 ,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,
U' R' F U F M U R2 ,0,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,
U' R' F U F' D' R U' M' ,1,0,1,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,
U' R' F D F D2 F' ,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,
U' R' F R' U R U' M U' F' ,1,0,1,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,0,3,0,1,
U' R' F R' U' F U D M ,0,0,1,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,
U' R' F U' R D R' U M2 ,1,0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
U' R' F U' R' U' R U B' ,1,0,1,0,1,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,
U' R' F U' R2 U' R' D U' ,0,0,0,1,1,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
U' R' F D' R' U F' M D ,0,0,1,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,
U' R' F R2 F U' L2 ,0,0,0,0,2,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,3,1,1,
U' R' F U2 M U R' L2 ,0,0,1,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,0,3,1,0,
U' R' F M F U' R U M ,1,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,
U' R' F M2 D' R2 ,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
U' R' U' R U R2 F' R L2 ,2,0,1,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,
U' R' U' R F D R D2 ,2,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,
U' R' U' R U' F M U2 L ,1,1,0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,3,1,2,
U' R' U' R D' F R2 U' L ,1,1,0,0,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,3,1,1,
U' R' U' F R U R' D' R2 ,1,0,1,0,1,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
U' R' U' F U M D' U2 R ,1,0,1,0,1,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,
U' R' U' F U' R' F U R U' ,1,0,1,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,
U' R' U' F M U M D' B' ,0,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,2,0,0,3,0,2,
U' R' U' R' U R2 F M D' ,0,0,1,0,1,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,3,0,1,
U' R' U' R' F U' F M U2 ,0,0,0,0,2,0,2,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,
U' R' U' R' U' R2 U2 R' D2 ,0,0,0,0,0,0,3,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,
U' R' U' R' U2 R2 U' F M' ,0,0,0,0,1,0,2,0,3,0,0,0,1,0,1,0,0,0,0,1,0,3,0,1,
U' R' U' D' F U' R' D R' ,0,0,0,1,1,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,
U' R' U' D' F' U' M B2 ,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,1,0,0,3,0,1,
U' R' U' F' U F R F' ,1,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,
U' R' U' F' U' F' M U2 B ,0,0,0,0,0,1,1,0,3,0,2,0,0,0,1,0,0,0,1,0,0,3,0,3,
U' R' U' F' M D' R2 U M ,0,0,1,0,0,0,1,0,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,
U' R' U' R2 B' U F' ,0,0,1,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,
U' R' U' M U R' U2 R U' B ,1,0,1,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,
U' R' U' M F U' F U ,0,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,
U' R' U' M D' R U2 R' U2 ,1,0,0,0,0,0,2,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,
U' R' U' M D2 F U B' ,0,0,1,0,1,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,3,0,1,
U' R' D' R D U' M F U2 ,1,0,0,1,1,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,
U' R' D' R U' R2 U' M B ,1,0,0,0,0,1,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,3,0,1,
U' R' D' F U R U F B2 ,1,0,2,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,
U' R' D' F D' R2 L ,0,1,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,
U' R' D' R' D F' R D' R2 ,1,0,0,1,0,0,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,
U' R' D' R' D' F' R D R ,2,0,0,1,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
U' R' D' F' D F' M U M ,0,0,1,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,2,
U' R' D' R2 F U' L' ,0,0,0,0,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,
U' R' D' U2 F' R2 U' D2 ,0,0,0,0,0,0,1,0,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,
U' R' D' M F R F2 ,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,3,0,1,
U' R' D' M U2 R U' R' L2 ,1,0,0,0,0,0,2,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,
U' R' F' R U' D' R' F' R U' ,2,0,0,0,0,0,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
U' R' F' U D F' M U2 F' ,0,0,1,1,0,0,1,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,
U' R' F' U R2 U D' B' ,0,0,2,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
U' R' F' D R U2 R D R' ,2,0,0,2,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,
U' R' F' D M F' M U F2 ,0,0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,
U' R' F' U' F U' M F' ,0,0,0,0,1,0,1,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,
U' R' F' U' R2 D' F R ,1,0,0,0,1,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,
U' R' F' D' F U' R D ,1,0,0,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
U' R' F' U2 R U' D' B2 ,1,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,
U' R' F' M U D R2 B ,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,
U' R' F' M D' F R2 B' ,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,
U' R' U2 R D R U2 B2 ,2,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,
U' R' U2 R D' R D' L2 ,2,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
U' R' U2 F R' F R U R2 ,1,0,1,0,2,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,1,
U' R' U2 R' U F' D' R L2 ,1,0,1,0,0,0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,
U' R' U2 R' D' R U F2 ,1,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,
U' R' U2 F' U' R U' R' U' L ,1,1,0,0,0,0,2,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,
U' R' U2 R2 U' R2 D M' ,0,0,0,1,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,
U' R' U2 M' F' U' M ,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,
U' R' D2 R2 D' R' F2 ,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,1,0,0,0,0,3,0,0,
U' D' R U R U' R' D' R' L2 ,2,0,1,0,0,0,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,
U' D' R U R' F M U B2 ,1,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,
U' D' R U M U' R2 U' R' ,1,0,1,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,3,0,1,
U' D' R D R2 U2 M B' ,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,3,0,0,
U' D' R F R' D' R' F' U ,1,0,1,0,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,
U' D' R U' R U' F U' M ,2,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,3,0,2,
U' D' R U' R' U' R U' R ,3,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
U' D' R U' M U' D' F M2 ,1,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,1,3,0,1,
U' D' R D' R2 D2 M ,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,2,
U' D' R U2 R2 D' M F2 ,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,
U' D' F R U' R' D' F' D' ,1,0,0,0,1,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
U' D' F U R' U' R U2 F ,1,0,1,0,2,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,
U' D' F D R' U2 R2 F2 ,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,6,0,0,
U' D' F R' F D' R L2 ,1,0,0,0,2,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,1,1,
U' D' F U' F R' U' D' ,0,0,0,0,2,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,
U' D' F U' M D' R' U' B2 ,0,0,0,0,1,0,1,0,3,2,0,0,0,0,0,0,0,1,1,0,0,6,0,0,
U' D' F U2 R U' R2 B' ,1,0,0,0,1,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,3,0,0,
U' D' F M U' R' U F D2 ,0,0,1,0,2,0,1,0,2,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,
U' D' R' U D F M F' ,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,
U' D' R' U R' F' R D' L' ,1,0,1,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
U' D' R' U M F U' D' M2 ,0,0,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
U' D' R' D U' R' F U' F ,0,0,0,1,2,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
U' D' R' F U D R' F ,0,0,1,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
U' D' R' F R2 D' F R' ,0,0,0,0,2,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,
U' D' R' U' F U D F' B ,0,0,1,1,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,
U' D' R' U' D' R D' F2 ,1,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,3,0,1,
U' D' R' U' M U' F' M B2 ,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,2,0,0,3,0,1,
U' D' R' D' U' F' U R U ,1,0,2,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
U' D' R' U2 F D R' L2 ,0,0,0,1,1,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,3,1,0,
U' D' F' R U' R U F D ,2,0,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,
U' D' F' U D2 R U M' ,1,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,
U' D' F' U' R U D F M ,1,0,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,
U' D' F' U' M U' R U B ,1,0,1,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,
U' D' F' U2 F U' R U L2 ,1,0,1,0,1,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,
U' D' F' M U2 R D M' ,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,
U' D' R2 U M U R U' M2 ,1,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,
U' D' R2 F U2 R' B ,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,6,0,0,
U' D' R2 D' F L ,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,
U' D' F2 U F' U' B' ,0,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,3,0,1,
U' D' M U R U2 R2 D2 ,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,
U' D' M U F' D F' L2 ,0,0,1,1,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,0,0,1,1,
U' D' M D U' R' F' D2 ,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,
U' D' M F U' R' U D B2 ,0,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,6,0,0,
U' D' M U' F M U2 L' ,0,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,
U' D' M U' M U D' R' F ,0,0,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,
U' D' M F' U F' D U M' ,0,0,2,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,
U' D' M U2 M D' L ,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,0,0,1,1,
U' F' R U R B2 U B' ,2,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,
U' F' R U R' F' U' D' M2 ,1,0,1,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,
U' F' R D R U' D2 M' ,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,
U' F' R D M D B ,1,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,
U' F' R F U' D' M U' B ,1,0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,6,0,1,
U' F' R U' F U' R' F' U' B ,1,0,0,0,1,1,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,9,0,1,
U' F' R U' D' R' U F' D2 ,1,0,1,0,0,0,1,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,
U' F' R D' R' U M U' F' ,1,0,1,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,
U' F' R U2 R D' M U L' ,2,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,
U' F' U R U D M U2 F' ,1,0,2,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,
U' F' U R U' F R' U' F' U ,1,0,2,0,1,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,
U' F' U R U2 M U F M' ,1,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,3,0,0,
U' F' U F R U' F M' ,1,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,
U' F' U D' R U' R' D R2 ,1,0,1,1,0,0,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
U' F' U F' D M F R2 ,0,0,1,1,1,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,
U' F' U R2 F U D M ,0,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,
U' F' U M D R F U R2 ,1,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,
U' F' U M U2 F' U2 B' ,0,0,1,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,
U' F' D R U' R' D2 L' ,1,0,0,1,0,0,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,
U' F' D U' R U' F R L2 ,2,0,0,1,1,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,3,1,1,
U' F' D F' D' M U' R D2 ,1,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,
U' F' D M U D M D ,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,
U' F' U' R U R U' F U' M' ,2,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,3,0,2,
U' F' U' R F R' F' U L ,1,1,1,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,6,1,2,
U' F' U' R F' D L2 ,1,0,0,1,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,
U' F' U' F D' R2 U' R' F2 ,0,0,0,0,1,0,1,0,3,1,1,0,1,0,0,0,1,0,0,0,0,3,0,2,
U' F' U' D' M U R B' ,1,0,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,
U' F' U' F' D' U M D' M ,0,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,3,
U' F' U' R2 D' R' F U' M2 ,0,0,0,0,1,0,1,0,3,1,1,0,1,0,0,0,0,0,0,0,1,3,0,1,
U' F' U' M F R2 D' B2 ,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,
U' F' D' R U R U2 F M ,2,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,3,0,0,
U' F' D' R D' U2 R' D2 ,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,
U' F' D' F' U' M U' F' ,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,2,
U' F' D' U2 M F' R U ,1,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,
U' F' R2 U R' U F L' ,0,0,2,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,
U' F' R2 F R' U' M U D2 ,0,0,1,0,1,0,1,0,2,0,1,0,1,0,0,1,0,0,1,0,0,3,0,1,
U' F' R2 D' R' D' U' R' U ,0,0,1,0,0,0,2,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,
U' F' U2 R D M U2 L ,1,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,
U' F' U2 F R2 F D2 ,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,3,0,2,
U' F' U2 F2 U D' R ,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,
U' F' D2 F' D U' R ,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,
U' F' M U F' U' R U R D2 ,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,
U' F' M D U2 F' U B2 ,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,
U' F' M U' D' R U R' L ,1,1,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,
U' F' M D' F' R U2 D2 ,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,
U' F' M U2 R F R U ,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,
U' B' U F U' R' U2 ,0,0,1,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,6,0,0,
U' R2 U R U R D M B ,2,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
U' R2 U R U' M U2 F' ,1,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,
U' R2 U F R D U2 R ,2,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
U' R2 U R' U D F U L' ,0,0,3,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,
U' R2 U R' D' F R D ,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
U' R2 U D' M F' R U' M2 ,1,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,
U' R2 U R2 D R2 U' D' ,0,0,1,1,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
U' R2 U M F U' F' U' D2 ,0,0,1,0,1,0,0,0,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,
U' R2 D R U' F R' U ,1,0,1,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,
U' R2 D R' U' R D' F2 ,1,0,0,1,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,
U' R2 D F' R U' D2 ,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,
U' R2 D M U R D M2 ,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,
